BELTUSE_BIN	BAGDEPLOY_BIN	SEATPOS	DV_MPH	file_path	HIC15	T1_15	T2_15	HIC36	T1_36	T2_36	PEAK_LACC	PEAK_AACC	PEAK_LACC_g
0	1	11	46	data/minimal_simulations/46_mph/driver/nobelt/airbag/madymo/madymo.peak	14855	65	68	14855	65	68	8141.7	46411	829.9388379204893
1	1	11	46	data/minimal_simulations/46_mph/driver/belt/airbag/madymo/madymo.peak	871.61	69	84	1053.1	55	91	924.97	3467.9	94.28848114169215
0	0	13	46	data/minimal_simulations/46_mph/pass/nobelt/noairbag/madymo/madymo.peak	38938	62.6	64.8	38938	62.6	64.8	11133	60839	1134.8623853211009
1	0	13	46	data/minimal_simulations/46_mph/pass/belt/noairbag/madymo/madymo.peak	277.01	64.4	74.1	277.01	64.4	74.1	1303.6	1388.2	132.88481141692148
0	1	13	46	data/minimal_simulations/46_mph/pass/nobelt/airbag/madymo/madymo.peak	7199.5	66.7	69	7199.5	66.7	69	4710.8	28595	480.203873598369
1	1	13	46	data/minimal_simulations/46_mph/pass/belt/airbag/madymo/madymo.peak	925.09	63.7	78.7	1326.4	55.1	86.9	860.46	4219.1	87.7125382262997
0	0	11	47	data/minimal_simulations/47_mph/driver/nobelt/noairbag/madymo/madymo.peak	37652	62	65	37652	62	65	11553	54561	1177.6758409785932
1	0	11	47	data/minimal_simulations/47_mph/driver/belt/noairbag/madymo/madymo.peak	6217.9	71	74	6217.9	71	74	4684.7	43649	477.54332313965335
0	1	11	47	data/minimal_simulations/47_mph/driver/nobelt/airbag/madymo/madymo.peak	27050	64	67	27050	64	67	10268	61617	1046.6870540265036
1	1	11	47	data/minimal_simulations/47_mph/driver/belt/airbag/madymo/madymo.peak	1028.4	67	82	1188.7	54	90	1033.2	3429.6	105.3211009174312
0	0	13	47	data/minimal_simulations/47_mph/pass/nobelt/noairbag/madymo/madymo.peak	40582	62.1	64.2	40582	62.1	64.2	11341	62978	1156.065239551478
1	0	13	47	data/minimal_simulations/47_mph/pass/belt/noairbag/madymo/madymo.peak	303.25	64.5	73.5	303.25	64.5	73.5	1413.1	1307.8	144.04689092762484
0	1	13	47	data/minimal_simulations/47_mph/pass/nobelt/airbag/madymo/madymo.peak	7885	66	68.4	7885	66	68.4	4916.8	29361	501.20285423037717
1	1	13	47	data/minimal_simulations/47_mph/pass/belt/airbag/madymo/madymo.peak	1042.2	63.6	78.6	1464.2	54.2	86.2	900.03	4314.8	91.74617737003058
0	0	11	48	data/minimal_simulations/48_mph/driver/nobelt/noairbag/madymo/madymo.peak	33379	62	64	33379	62	64	10172	49891	1036.9011213047909
1	0	11	48	data/minimal_simulations/48_mph/driver/belt/noairbag/madymo/madymo.peak	6128.8	70	73	6128.8	70	73	4650.1	35260	474.0163098878695
0	1	11	48	data/minimal_simulations/48_mph/driver/nobelt/airbag/madymo/madymo.peak	23248	64	66	23248	64	66	8539.3	51546	870.4689092762486
1	1	11	48	data/minimal_simulations/48_mph/driver/belt/airbag/madymo/madymo.peak	1326.7	66	81	1396.3	64	88	1486.6	5689.2	151.539245667686
0	0	13	48	data/minimal_simulations/48_mph/pass/nobelt/noairbag/madymo/madymo.peak	42191	61.6	63.7	42191	61.6	63.7	11591	64622	1181.5494393476044
1	0	13	48	data/minimal_simulations/48_mph/pass/belt/noairbag/madymo/madymo.peak	286.05	63.9	72.6	286.05	63.9	72.6	1530.2	1237.1	155.9836901121305
0	1	13	48	data/minimal_simulations/48_mph/pass/nobelt/airbag/madymo/madymo.peak	9145.4	65.3	67.6	9145.4	65.3	67.6	5343.6	32169	544.7094801223242
1	1	13	48	data/minimal_simulations/48_mph/pass/belt/airbag/madymo/madymo.peak	1150.2	63.2	78.2	1596.2	54.2	85.6	934.3	4473.6	95.23955147808358
0	0	11	49	data/minimal_simulations/49_mph/driver/nobelt/noairbag/madymo/madymo.peak	40139	61	64	40139	61	64	11976	56699	1220.7951070336392
1	0	11	49	data/minimal_simulations/49_mph/driver/belt/noairbag/madymo/madymo.peak	4989.6	69	72	4989.6	69	72	4140.2	36195	422.03873598369006
0	1	11	49	data/minimal_simulations/49_mph/driver/nobelt/airbag/madymo/madymo.peak	23737	63	66	23737	63	66	9924.5	61942	1011.6717635066259
1	1	11	49	data/minimal_simulations/49_mph/driver/belt/airbag/madymo/madymo.peak	1624.7	66	80	1624.7	66	80	1793.5	7905.9	182.82364933741079
0	0	13	49	data/minimal_simulations/49_mph/pass/nobelt/noairbag/madymo/madymo.peak	43733	61.1	63.2	43733	61.1	63.2	11818	66129	1204.6890927624872
1	0	13	49	data/minimal_simulations/49_mph/pass/belt/noairbag/madymo/madymo.peak	222.26	62.3	71.6	222.26	62.3	71.6	1436.5	1239.3	146.4322120285423
0	1	13	49	data/minimal_simulations/49_mph/pass/nobelt/airbag/madymo/madymo.peak	10122	64.7	67	10122	64.7	67	5604.4	33656	571.2945973496431
1	1	13	49	data/minimal_simulations/49_mph/pass/belt/airbag/madymo/madymo.peak	1258.2	62.8	77.8	1730.1	54.1	85	969.59	4761.9	98.83690112130479
0	0	11	50	data/minimal_simulations/50_mph/driver/nobelt/noairbag/madymo/madymo.peak	35967	61	63	35967	61	63	10595	52599	1080.0203873598368
1	0	11	50	data/minimal_simulations/50_mph/driver/belt/noairbag/madymo/madymo.peak	5439.8	69	72	5439.8	69	72	4058.5	34352	413.710499490316
0	1	11	50	data/minimal_simulations/50_mph/driver/nobelt/airbag/madymo/madymo.peak	28086	62	65	28086	62	65	9010.2	54597	918.4709480122325
1	1	11	50	data/minimal_simulations/50_mph/driver/belt/airbag/madymo/madymo.peak	1991.5	71	76	1991.5	71	76	2391.3	11838	243.76146788990826
0	0	13	50	data/minimal_simulations/50_mph/pass/nobelt/noairbag/madymo/madymo.peak	45253	60.6	62.7	45253	60.6	62.7	12008	67718	1224.0570846075432
1	0	13	50	data/minimal_simulations/50_mph/pass/belt/noairbag/madymo/madymo.peak	197.74	61.5	70.7	197.74	61.5	70.7	1210.5	1242.2	123.39449541284404
0	1	13	50	data/minimal_simulations/50_mph/pass/nobelt/airbag/madymo/madymo.peak	11280	64.1	66.3	11280	64.1	66.3	5963.1	35600	607.8593272171254
1	1	13	50	data/minimal_simulations/50_mph/pass/belt/airbag/madymo/madymo.peak	1383.3	62.7	77.7	1880.9	54	84.2	1018	4840.2	103.7716615698267
0	0	11	51	data/minimal_simulations/51_mph/driver/nobelt/noairbag/madymo/madymo.peak	42787	60	63	42787	60	63	12106	57503	1234.0468909276249
1	0	11	51	data/minimal_simulations/51_mph/driver/belt/noairbag/madymo/madymo.peak	5189.8	69	71	5189.8	69	71	4795.1	35261	488.79714576962283
0	1	11	51	data/minimal_simulations/51_mph/driver/nobelt/airbag/madymo/madymo.peak	21133	62	65	21133	62	65	9266.6	59259	944.6075433231397
1	1	11	51	data/minimal_simulations/51_mph/driver/belt/airbag/madymo/madymo.peak	2827.7	70	75	2827.7	70	75	2830.1	16224	288.4913353720693
0	0	13	51	data/minimal_simulations/51_mph/pass/nobelt/noairbag/madymo/madymo.peak	46755	60.2	62.2	46755	60.2	62.2	12165	69182	1240.0611620795107
1	0	13	51	data/minimal_simulations/51_mph/pass/belt/noairbag/madymo/madymo.peak	215.51	61.5	70.3	215.51	61.5	70.3	1407.5	1254.9	143.47604485219162
0	1	13	51	data/minimal_simulations/51_mph/pass/nobelt/airbag/madymo/madymo.peak	12605	63.5	65.6	12605	63.5	65.6	6313.7	37247	643.598369011213
1	1	13	51	data/minimal_simulations/51_mph/pass/belt/airbag/madymo/madymo.peak	1530.7	62	77	2037.9	53.7	83.7	1061.2	5113.6	108.17533129459734
0	0	11	52	data/minimal_simulations/52_mph/driver/nobelt/noairbag/madymo/madymo.peak	39967	60	62	39967	60	62	11258	57283	1147.604485219164
1	0	11	52	data/minimal_simulations/52_mph/driver/belt/noairbag/madymo/madymo.peak	5890.3	68	71	5890.3	68	71	4782.6	40916	487.5229357798165
0	1	11	52	data/minimal_simulations/52_mph/driver/nobelt/airbag/madymo/madymo.peak	31542	61	64	31542	61	64	10101	63796	1029.663608562691
1	1	11	52	data/minimal_simulations/52_mph/driver/belt/airbag/madymo/madymo.peak	4199.7	70	73	4199.7	70	73	3550.8	22890	361.9571865443425
0	0	13	52	data/minimal_simulations/52_mph/pass/nobelt/noairbag/madymo/madymo.peak	48165	59.7	61.7	48165	59.7	61.7	12403	70263	1264.322120285423
1	0	13	52	data/minimal_simulations/52_mph/pass/belt/noairbag/madymo/madymo.peak	201.25	60.9	69.5	201.25	60.9	69.5	1250.8	1258.3	127.5025484199796
0	1	13	52	data/minimal_simulations/52_mph/pass/nobelt/airbag/madymo/madymo.peak	13509	62.9	65	13509	62.9	65	6508.1	38221	663.4148827726809
1	1	13	52	data/minimal_simulations/52_mph/pass/belt/airbag/madymo/madymo.peak	1672	61.8	76.8	2210.4	53.6	83.1	1096.3	5230.4	111.75331294597349
0	0	11	53	data/minimal_simulations/53_mph/driver/nobelt/noairbag/madymo/madymo.peak	45151	59	62	45151	59	62	11593	55620	1181.7533129459734
1	0	11	53	data/minimal_simulations/53_mph/driver/belt/noairbag/madymo/madymo.peak	4589.1	67	71	4589.1	67	71	3758.1	26244	383.0886850152905
0	1	11	53	data/minimal_simulations/53_mph/driver/nobelt/airbag/madymo/madymo.peak	22426	61	64	22426	61	64	9509.3	62587	969.347604485219
1	1	11	53	data/minimal_simulations/53_mph/driver/belt/airbag/madymo/madymo.peak	4439.6	69	72	4439.6	69	72	3727.2	22544	379.9388379204893
0	0	13	53	data/minimal_simulations/53_mph/pass/nobelt/noairbag/madymo/madymo.peak	49602	59.3	61.3	49602	59.3	61.3	12513	71782	1275.5351681957186
1	0	13	53	data/minimal_simulations/53_mph/pass/belt/noairbag/madymo/madymo.peak	200.65	60.6	68.9	200.65	60.6	68.9	1285.3	1271.3	131.01936799184506
0	1	13	53	data/minimal_simulations/53_mph/pass/nobelt/airbag/madymo/madymo.peak	14454	62.4	64.4	14454	62.4	64.4	6734.2	39367	686.4627930682976
1	1	13	53	data/minimal_simulations/53_mph/pass/belt/airbag/madymo/madymo.peak	1797.9	61.5	76.5	2366.9	53.5	82.6	1127	5584.4	114.88277268093782
0	0	11	54	data/minimal_simulations/54_mph/driver/nobelt/noairbag/madymo/madymo.peak	43793	59	61	43793	59	61	12011	61633	1224.3628950050968
1	0	11	54	data/minimal_simulations/54_mph/driver/belt/noairbag/madymo/madymo.peak	4794.7	67	70	4794.7	67	70	4138.6	33466	421.8756371049949
0	1	11	54	data/minimal_simulations/54_mph/driver/nobelt/airbag/madymo/madymo.peak	33684	60	63	33684	60	63	9984.4	61970	1017.7777777777777
1	1	11	54	data/minimal_simulations/54_mph/driver/belt/airbag/madymo/madymo.peak	5671.7	68	71	5671.7	68	71	4173.3	25424	425.41284403669727
0	0	13	54	data/minimal_simulations/54_mph/pass/nobelt/noairbag/madymo/madymo.peak	50871	58.9	60.8	50871	58.9	60.8	12714	72542	1296.0244648318042
1	0	13	54	data/minimal_simulations/54_mph/pass/belt/noairbag/madymo/madymo.peak	283.39	62.4	68.6	283.39	62.4	68.6	1917.1	1264.1	195.42303771661568
0	1	13	54	data/minimal_simulations/54_mph/pass/nobelt/airbag/madymo/madymo.peak	15812	61.8	63.8	15812	61.8	63.8	7067.5	40679	720.4383282364934
1	1	13	54	data/minimal_simulations/54_mph/pass/belt/airbag/madymo/madymo.peak	1979.1	61	76	2569.6	53.7	82.1	1180.4	5869.1	120.32619775739042
0	0	11	55	data/minimal_simulations/55_mph/driver/nobelt/noairbag/madymo/madymo.peak	41385	58	61	41385	58	61	10166	50216	1036.2895005096839
1	0	11	55	data/minimal_simulations/55_mph/driver/belt/noairbag/madymo/madymo.peak	6024.1	66	69	6024.1	66	69	4531	38929	461.8756371049949
0	1	11	55	data/minimal_simulations/55_mph/driver/nobelt/airbag/madymo/madymo.peak	26617	60	63	26617	60	63	10165	66772	1036.1875637104995
1	1	11	55	data/minimal_simulations/55_mph/driver/belt/airbag/madymo/madymo.peak	6947.6	67	70	6947.6	67	70	4605.7	30524	469.49031600407744
0	0	13	55	data/minimal_simulations/55_mph/pass/nobelt/noairbag/madymo/madymo.peak	52149	58.5	60.4	52149	58.5	60.4	12840	73850	1308.8685015290519
1	0	13	55	data/minimal_simulations/55_mph/pass/belt/noairbag/madymo/madymo.peak	168.57	59.7	67.4	168.57	59.7	67.4	1001.4	1291.6	102.07951070336391
0	1	13	55	data/minimal_simulations/55_mph/pass/nobelt/airbag/madymo/madymo.peak	17059	61.3	63.2	17059	61.3	63.2	7336.5	42078	747.8593272171254
1	1	13	55	data/minimal_simulations/55_mph/pass/belt/airbag/madymo/madymo.peak	2141.6	60.8	75.8	2775.3	53.2	81.6	1221.5	6091.1	124.5158002038736
0	0	11	56	data/minimal_simulations/56_mph/driver/nobelt/noairbag/madymo/madymo.peak	45056	58	60	45056	58	60	12678	62836	1292.354740061162
1	0	11	56	data/minimal_simulations/56_mph/driver/belt/noairbag/madymo/madymo.peak	5981.4	65	68	5981.4	65	68	4959.8	49797	505.5861365953109
0	1	11	56	data/minimal_simulations/56_mph/driver/nobelt/airbag/madymo/madymo.peak	32237	59	62	32237	59	62	9007.7	54133	918.2161060142712
1	1	11	56	data/minimal_simulations/56_mph/driver/belt/airbag/madymo/madymo.peak	7377.3	67	69	7377.3	67	69	5283	36220	538.5321100917431
0	0	13	56	data/minimal_simulations/56_mph/pass/nobelt/noairbag/madymo/madymo.peak	53357	58.1	60	53357	58.1	60	12938	74961	1318.8583078491336
1	0	13	56	data/minimal_simulations/56_mph/pass/belt/noairbag/madymo/madymo.peak	165.4	59.3	66.8	165.4	59.3	66.8	927.82	1292.3	94.579001019368
0	1	13	56	data/minimal_simulations/56_mph/pass/nobelt/airbag/madymo/madymo.peak	18844	60.8	62.7	18844	60.8	62.7	7688.1	43605	783.7003058103976
1	1	13	56	data/minimal_simulations/56_mph/pass/belt/airbag/madymo/madymo.peak	2322	60.3	75.3	2975.5	52.9	81.1	1264.4	6320.4	128.88888888888889
0	0	11	57	data/minimal_simulations/57_mph/driver/nobelt/noairbag/madymo/madymo.peak	43288	58	60	43288	58	60	11501	58026	1172.375127420999
1	0	11	57	data/minimal_simulations/57_mph/driver/belt/noairbag/madymo/madymo.peak	8973.5	64	68	8973.5	64	68	5831.5	61052	594.4444444444445
0	1	11	57	data/minimal_simulations/57_mph/driver/nobelt/airbag/madymo/madymo.peak	33619	59	62	33619	59	62	11154	74397	1137.0030581039755
1	1	11	57	data/minimal_simulations/57_mph/driver/belt/airbag/madymo/madymo.peak	8334.7	66	69	8334.7	66	69	5462	39861	556.7787971457695
0	0	13	57	data/minimal_simulations/57_mph/pass/nobelt/noairbag/madymo/madymo.peak	54572	57.7	59.6	54572	57.7	59.6	13051	75952	1330.3771661569826
1	0	13	57	data/minimal_simulations/57_mph/pass/belt/noairbag/madymo/madymo.peak	168.8	59.1	66.4	168.8	59.1	66.4	1054.1	1295.7	107.45158002038734
0	1	13	57	data/minimal_simulations/57_mph/pass/nobelt/airbag/madymo/madymo.peak	19565	60.3	62.2	19565	60.3	62.2	7787.3	43624	793.8124362895005
1	1	13	57	data/minimal_simulations/57_mph/pass/belt/airbag/madymo/madymo.peak	2545.9	60.1	75.1	3211	53.4	80.3	1316.1	6462.2	134.15902140672782
0	0	11	58	data/minimal_simulations/58_mph/driver/nobelt/noairbag/madymo/madymo.peak	51456	57	60	51456	57	60	12814	61859	1306.2181447502549
1	0	11	58	data/minimal_simulations/58_mph/driver/belt/noairbag/madymo/madymo.peak	9517.3	64	66	9517.3	64	66	6398.8	57944	652.2731906218145
0	1	11	58	data/minimal_simulations/58_mph/driver/nobelt/airbag/madymo/madymo.peak	28993	59	61	28993	59	61	10183	66942	1038.0224260958205
1	1	11	58	data/minimal_simulations/58_mph/driver/belt/airbag/madymo/madymo.peak	10930	65	68	10930	65	68	5906.5	37791	602.0897043832823
0	0	13	58	data/minimal_simulations/58_mph/pass/nobelt/noairbag/madymo/madymo.peak	55738	57.3	59.2	55738	57.3	59.2	13182	76880	1343.7308868501527
1	0	13	58	data/minimal_simulations/58_mph/pass/belt/noairbag/madymo/madymo.peak	182.3	59.1	65.8	182.3	59.1	65.8	2674.8	16647	272.6605504587156
0	1	13	58	data/minimal_simulations/58_mph/pass/nobelt/airbag/madymo/madymo.peak	21976	59.7	61.5	21976	59.7	61.5	8224.2	44704	838.348623853211
1	1	13	58	data/minimal_simulations/58_mph/pass/belt/airbag/madymo/madymo.peak	2726.3	59.6	74.6	3403.3	52.6	79.9	1357.2	6607.6	138.348623853211
0	0	11	59	data/minimal_simulations/59_mph/driver/nobelt/noairbag/madymo/madymo.peak	49763	57	59	49763	57	59	12750	68020	1299.6941896024464
1	0	11	59	data/minimal_simulations/59_mph/driver/belt/noairbag/madymo/madymo.peak	12223	63	66	12223	63	66	5735.6	57557	584.6687054026504
0	1	11	59	data/minimal_simulations/59_mph/driver/nobelt/airbag/madymo/madymo.peak	41992	58	61	41992	58	61	11867	78706	1209.683995922528
1	1	11	59	data/minimal_simulations/59_mph/driver/belt/airbag/madymo/madymo.peak	12876	65	67	12876	65	67	6930.8	42633	706.5035677879714
0	0	13	59	data/minimal_simulations/59_mph/pass/nobelt/noairbag/madymo/madymo.peak	56865	56.9	58.8	56865	56.9	58.8	13325	77656	1358.307849133537
1	0	13	59	data/minimal_simulations/59_mph/pass/belt/noairbag/madymo/madymo.peak	135.37	58	64.9	135.37	58	64.9	883.43	1299.4	90.05402650356778
0	1	13	59	data/minimal_simulations/59_mph/pass/nobelt/airbag/madymo/madymo.peak	22695	59.3	61.1	22695	59.3	61.1	8312	45910	847.2986748216106
1	1	13	59	data/minimal_simulations/59_mph/pass/belt/airbag/madymo/madymo.peak	2917.6	59.2	74.2	3633.9	52.3	79.6	1398.1	6815.9	142.51783893985728
0	0	11	60	data/minimal_simulations/60_mph/driver/nobelt/noairbag/madymo/madymo.peak	45469	56	59	45469	56	59	10790	54948	1099.8980632008154
1	0	11	60	data/minimal_simulations/60_mph/driver/belt/noairbag/madymo/madymo.peak	11009	63	66	11009	63	66	6292.8	56003	641.4678899082569
0	1	11	60	data/minimal_simulations/60_mph/driver/nobelt/airbag/madymo/madymo.peak	25609	58	60	25609	58	60	10308	69159	1050.7645259938838
1	1	11	60	data/minimal_simulations/60_mph/driver/belt/airbag/madymo/madymo.peak	14582	64	67	14582	64	67	7850.7	52959	800.2752293577981
0	0	13	60	data/minimal_simulations/60_mph/pass/nobelt/noairbag/madymo/madymo.peak	57951	56.5	58.4	57951	56.5	58.4	13474	78241	1373.4964322120284
1	0	13	60	data/minimal_simulations/60_mph/pass/belt/noairbag/madymo/madymo.peak	629.34	64.4	64.7	629.34	64.4	64.7	4395	30598	448.01223241590213
0	1	13	60	data/minimal_simulations/60_mph/pass/nobelt/airbag/madymo/madymo.peak	24061	58.8	60.6	24061	58.8	60.6	8552.8	46436	871.8450560652394
1	1	13	60	data/minimal_simulations/60_mph/pass/belt/airbag/madymo/madymo.peak	3138	58.9	73.9	3619.9	53.4	74.6	1439.1	7246.8	146.697247706422
0	0	11	61	data/minimal_simulations/61_mph/driver/nobelt/noairbag/madymo/madymo.peak	49355	56	59	49355	56	59	13236	65832	1349.2354740061162
1	0	11	61	data/minimal_simulations/61_mph/driver/belt/noairbag/madymo/madymo.peak	11797	62	65	11797	62	65	6942.3	54666	707.6758409785932
0	1	11	61	data/minimal_simulations/61_mph/driver/nobelt/airbag/madymo/madymo.peak	41260	57	60	41260	57	60	10764	67674	1097.2477064220184
1	1	11	61	data/minimal_simulations/61_mph/driver/belt/airbag/madymo/madymo.peak	14886	63	66	14886	63	66	7174.6	43967	731.355759429154
0	0	13	61	data/minimal_simulations/61_mph/pass/nobelt/noairbag/madymo/madymo.peak	58986	56.1	58.1	58986	56.1	58.1	13575	79402	1383.7920489296635
1	0	13	61	data/minimal_simulations/61_mph/pass/belt/noairbag/madymo/madymo.peak	2930.2	63.9	64.4	2930.2	63.9	64.4	6704.9	36719	683.4760448521915
0	1	13	61	data/minimal_simulations/61_mph/pass/nobelt/airbag/madymo/madymo.peak	25674	58.3	60.1	25674	58.3	60.1	8775	92201	894.4954128440367
1	1	13	61	data/minimal_simulations/61_mph/pass/belt/airbag/madymo/madymo.peak	3356.9	58.4	73.4	4156.1	52.1	79.2	1475	7392.4	150.35677879714575
0	0	11	62	data/minimal_simulations/62_mph/driver/nobelt/noairbag/madymo/madymo.peak	51595	56	58	51595	56	58	12826	67960	1307.4413863404689
1	0	11	62	data/minimal_simulations/62_mph/driver/belt/noairbag/madymo/madymo.peak	18515	62	64	18515	62	64	8017.5	45814	817.2782874617736
0	1	11	62	data/minimal_simulations/62_mph/driver/nobelt/airbag/madymo/madymo.peak	35388	57	60	35388	57	60	11333	77245	1155.249745158002
1	1	11	62	data/minimal_simulations/62_mph/driver/belt/airbag/madymo/madymo.peak	18451	63	66	18451	63	66	8460	55211	862.3853211009174
0	0	13	62	data/minimal_simulations/62_mph/pass/nobelt/noairbag/madymo/madymo.peak	60110	55.8	57.7	60110	55.8	57.7	13617	80237	1388.0733944954127
1	0	13	62	data/minimal_simulations/62_mph/pass/belt/noairbag/madymo/madymo.peak	2312.9	63.3	63.7	2312.9	63.3	63.7	6723.3	38606	685.3516819571865
0	1	13	62	data/minimal_simulations/62_mph/pass/nobelt/airbag/madymo/madymo.peak	27681	57.8	59.6	27681	57.8	59.6	8998	60262	917.2273190621814
1	1	13	62	data/minimal_simulations/62_mph/pass/belt/airbag/madymo/madymo.peak	3650.7	58.5	73.5	4463.7	52	77.9	1521.1	7628.9	155.05606523955146
0	0	11	63	data/minimal_simulations/63_mph/driver/nobelt/noairbag/madymo/madymo.peak	52448	55	58	52448	55	58	11379	56369	1159.9388379204893
1	0	11	63	data/minimal_simulations/63_mph/driver/belt/noairbag/madymo/madymo.peak	19111	62	64	19111	62	64	7591.1	60707	773.8124362895005
0	1	11	63	data/minimal_simulations/63_mph/driver/nobelt/airbag/madymo/madymo.peak	32294	57	59	32294	57	59	10742	71775	1095.0050968399592
1	1	11	63	data/minimal_simulations/63_mph/driver/belt/airbag/madymo/madymo.peak	18670	62	65	18670	62	65	8221.5	60855	838.0733944954128
0	0	13	63	data/minimal_simulations/63_mph/pass/nobelt/noairbag/madymo/madymo.peak	61086	55.5	57.3	61086	55.5	57.3	13795	80786	1406.2181447502549
1	0	13	63	data/minimal_simulations/63_mph/pass/belt/noairbag/madymo/madymo.peak	112.61	56.1	62.5	112.61	56.1	62.5	742.79	1336.2	75.71763506625891
0	1	13	63	data/minimal_simulations/63_mph/pass/nobelt/airbag/madymo/madymo.peak	28874	57.4	59.1	28874	57.4	59.1	9219.2	50789	939.7757390417942
1	1	13	63	data/minimal_simulations/63_mph/pass/belt/airbag/madymo/madymo.peak	3820.1	58.4	73.4	4886.3	51.9	78.6	1529.6	7692.7	155.92252803261977
0	0	11	64	data/minimal_simulations/64_mph/driver/nobelt/noairbag/madymo/madymo.peak	50021	55	57	50021	55	57	13397	70694	1365.6472986748215
1	0	11	64	data/minimal_simulations/64_mph/driver/belt/noairbag/madymo/madymo.peak	24871	60	63	24871	60	63	8794.6	80799	896.493374108053
0	1	11	64	data/minimal_simulations/64_mph/driver/nobelt/airbag/madymo/madymo.peak	47859	56	59	47859	56	59	12217	81701	1245.361875637105
1	1	11	64	data/minimal_simulations/64_mph/driver/belt/airbag/madymo/madymo.peak	16676	62	64	16676	62	64	8650.7	56631	881.8246687054027
0	0	13	64	data/minimal_simulations/64_mph/pass/nobelt/noairbag/madymo/madymo.peak	62145	55.1	57	62145	55.1	57	13803	81748	1407.0336391437309
1	0	13	64	data/minimal_simulations/64_mph/pass/belt/noairbag/madymo/madymo.peak	91.203	55.2	61.7	91.203	55.2	61.7	676.44	1371.3	68.95412844036697
0	1	13	64	data/minimal_simulations/64_mph/pass/nobelt/airbag/madymo/madymo.peak	30396	56.9	58.7	30396	56.9	58.7	9412.2	62779	959.4495412844037
1	1	13	64	data/minimal_simulations/64_mph/pass/belt/airbag/madymo/madymo.peak	3600.6	54.1	69.1	3644.8	51.8	69.1	1598.7	7605.7	162.96636085626912
0	0	11	65	data/minimal_simulations/65_mph/driver/nobelt/noairbag/madymo/madymo.peak	52775	55	57	52775	55	57	12921	68347	1317.125382262997
1	0	11	65	data/minimal_simulations/65_mph/driver/belt/noairbag/madymo/madymo.peak	21981	60	62	21981	60	62	9648.9	71594	983.577981651376
0	1	11	65	data/minimal_simulations/65_mph/driver/nobelt/airbag/madymo/madymo.peak	29711	56	59	29711	56	59	10813	74001	1102.242609582059
1	1	11	65	data/minimal_simulations/65_mph/driver/belt/airbag/madymo/madymo.peak	20340	61	64	20340	61	64	8451.1	63045	861.4780835881753
0	0	13	65	data/minimal_simulations/65_mph/pass/nobelt/noairbag/madymo/madymo.peak	63165	54.8	56.7	63165	54.8	56.7	13977	82417	1424.7706422018348
1	0	13	65	data/minimal_simulations/65_mph/pass/belt/noairbag/madymo/madymo.peak	103.6	55.3	61.4	103.6	55.3	61.4	708.41	1409.8	72.21304791029561
0	1	13	65	data/minimal_simulations/65_mph/pass/nobelt/airbag/madymo/madymo.peak	32305	56.4	58.2	32305	56.4	58.2	9535.2	53641	971.9877675840979
1	1	13	65	data/minimal_simulations/65_mph/pass/belt/airbag/madymo/madymo.peak	4375.8	57.1	72.1	5211.4	51.5	76.6	1624.5	8052.4	165.59633027522935
